title	id	price	sale price	condition	availability	channel	feed label	language	additional image link	all clicks	brand	color	description	google product category	image link	item group id	link	merchant item id	modification info(modification source:modifier)	product detail(attribute name:attribute value:section name)	product type	purchasable without shipping	rating average	rating count	sell on google quantity	shipping(country)	shipping weight	size	sku
Knots Studio Gift Card $800.00	shopify_US_7900041969819_44732986392731	800.00 USD			in stock	Online	US	en		0	Knots Studio		"Our Knots gift card is the perfect solution for when you're unsure of what to gift! Not sure what to get someone special? Give them the freedom to choose with a Knots gift card. It's an effortless way to ensure they receive exactly what they want. Upon purchase, the gift card is conveniently delivered via email and comes with simple instructions for redemption at checkout."		https://cdn.shopify.com/s/files/1/1129/5340/files/aKnotsgiftcardforyou_4.png?v=1765894025	shopify_US_7900041969819	https://www.knots-studio.com/products/knots-studio-gift-card?variant=44732986392731&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/44732986392731	third party shopify:third party syncing	gift card amount:$800.00:Variant		true					0 kg		
"Citron Velvet Woven Bench 37"""	shopify_US_8175929753755_45184250445979	845.00 USD	746.00 USD		in stock	Online	US	en	https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A7871.jpg?v=1719913599,https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A7850.jpg?v=1719913599,https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A9896copy.jpg?v=1719913599,https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A9893copy.jpg?v=1719913599,https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A9895copy.jpg?v=1719913599,https://cdn.shopify.com/s/files/1/1129/5340/files/All_benches-03.jpg?v=1754771036	1	Knots Studio		"Born of appreciation for elegance, the weaved bench is a handmade piece that brings a sculptural, playful air to any entryway or living space.

Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years."	furniture > benches	https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A7849.jpg?v=1747527502	shopify_US_8175929753755	https://www.knots-studio.com/products/citron-velvet-woven-bench?variant=45184250445979&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/45184250445979	third party shopify:third party syncing	size:"37""":Variant	Woven bench				8		6.9 kg	"37"""	20037Cit
(M) Ivory Knot Ottoman	shopify_US_8483267346587_46361366757531	495.00 USD	445.00 USD		in stock	Online	US	en	https://cdn.shopify.com/s/files/1/1129/5340/files/IVORYL.jpg?v=1746873470,https://cdn.shopify.com/s/files/1/1129/5340/files/IVORY3.jpg?v=1746873470	3	knots studio		This unique Knot cushion is inspired by nautical elements and aesthetics. The cushion utilizes a unique tying technique that makes the cushion beautiful and fun	home & garden > decor > ottoman cushions	https://cdn.shopify.com/s/files/1/1129/5340/files/IVORYL2.jpg?v=1746873470		https://www.knots-studio.com/products/m-ivory-knot-floor-cushion-new-copy?variant=46361366757531&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46361366757531	third party shopify:third party syncing		Medium knot cushion				12		4 kg		10020Ivr
Set Of 3 Baskets- Cobalt Blue	shopify_US_8913608212635_48047352348827	595.00 USD	446.00 USD		in stock	Online	USD_649363611	en		0	Knots Studio		"Transform your space with our handcrafted storage baskets that bring sophisticated organization to your bedroom, living room, or entryway. Each basket is meticulously crafted by hand, creating a unique accent piece that serves both functional and aesthetic purposes. Perfect for shelves or floor placement, these versatile baskets elevate your home's style while keeping your space beautifully organized."	home & garden > decor > baskets	https://cdn.shopify.com/s/files/1/1129/5340/files/Neta_tesler_change_the_color_of_the_baskets_to_the_blue_color_in_the_photo_of_0eb60bfe-4c47-400b-b813-0177ba9afc9a_upscaled.png?v=1771851528		https://www.knots-studio.com/products/set-of-3-baskets-cobalt-blue?variant=48047352348827&country=AE&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/48047352348827	third party shopify:third party syncing		Set of 3 Baskets				12		3 kg		30060blu
Knots Studio Gift Card $650.00	shopify_US_7900041969819_44732986327195	650.00 USD			in stock	Online	US	en		0	Knots Studio		"Our Knots gift card is the perfect solution for when you're unsure of what to gift! Not sure what to get someone special? Give them the freedom to choose with a Knots gift card. It's an effortless way to ensure they receive exactly what they want. Upon purchase, the gift card is conveniently delivered via email and comes with simple instructions for redemption at checkout."		https://cdn.shopify.com/s/files/1/1129/5340/files/aKnotsgiftcardforyou_4.png?v=1765894025	shopify_US_7900041969819	https://www.knots-studio.com/products/knots-studio-gift-card?variant=44732986327195&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/44732986327195	third party shopify:third party syncing	gift card amount:$650.00:Variant		true					0 kg		
Knots Studio Gift Card $100.00	shopify_US_7900041969819_44248224465051	100.00 USD			in stock	Online	US	en		0	Knots Studio		"Our Knots gift card is the perfect solution for when you're unsure of what to gift! Not sure what to get someone special? Give them the freedom to choose with a Knots gift card. It's an effortless way to ensure they receive exactly what they want. Upon purchase, the gift card is conveniently delivered via email and comes with simple instructions for redemption at checkout."		https://cdn.shopify.com/s/files/1/1129/5340/files/aKnotsgiftcardforyou_4.png?v=1765894025	shopify_US_7900041969819	https://www.knots-studio.com/products/knots-studio-gift-card?variant=44248224465051&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/44248224465051	third party shopify:third party syncing	gift card amount:$100.00:Variant		true					0 kg		
Knots Studio Gift Card $400.00	shopify_US_7900041969819_44248224530587	400.00 USD			in stock	Online	USD_649363611	en		0	Knots Studio		"Our Knots gift card is the perfect solution for when you're unsure of what to gift! Not sure what to get someone special? Give them the freedom to choose with a Knots gift card. It's an effortless way to ensure they receive exactly what they want. Upon purchase, the gift card is conveniently delivered via email and comes with simple instructions for redemption at checkout."		https://cdn.shopify.com/s/files/1/1129/5340/files/aKnotsgiftcardforyou_4.png?v=1765894025	shopify_US_7900041969819	https://www.knots-studio.com/products/knots-studio-gift-card?variant=44248224530587&country=AE&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/44248224530587	third party shopify:third party syncing	gift card amount:$400.00:Variant		true					0 kg		
Knots Studio Gift Card $950.00	shopify_US_7900041969819_44732986491035	950.00 USD			in stock	Online	US	en		0	Knots Studio		"Our Knots gift card is the perfect solution for when you're unsure of what to gift! Not sure what to get someone special? Give them the freedom to choose with a Knots gift card. It's an effortless way to ensure they receive exactly what they want. Upon purchase, the gift card is conveniently delivered via email and comes with simple instructions for redemption at checkout."		https://cdn.shopify.com/s/files/1/1129/5340/files/aKnotsgiftcardforyou_4.png?v=1765894025	shopify_US_7900041969819	https://www.knots-studio.com/products/knots-studio-gift-card?variant=44732986491035&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/44732986491035	third party shopify:third party syncing	gift card amount:$950.00:Variant		true					0 kg		
"Sterling Grey Velvet Woven Bench 47"""	shopify_US_8489419702427_46392763580571	995.00 USD	896.00 USD		in stock	Online	USD_649363611	en	https://cdn.shopify.com/s/files/1/1129/5340/files/greystool2_c7649ed6-cf26-435f-b5e4-e883c059768b.jpg?v=1747528059,https://cdn.shopify.com/s/files/1/1129/5340/files/greystool3_135b0d2a-e49e-498a-aaf5-3f7e8687b112.jpg?v=1747528059,https://cdn.shopify.com/s/files/1/1129/5340/files/silver_120.jpg?v=1747528059,https://cdn.shopify.com/s/files/1/1129/5340/files/greystool_24987315-bb0b-4b42-8752-3b5ef6601ebd.jpg?v=1747528051,https://cdn.shopify.com/s/files/1/1129/5340/files/All_benches-03.jpg?v=1754771036	0	Knots Studio		"Born of appreciation for elegance, the weaved bench is a handmade piece that brings a sculptural, playful air to any entryway or living space.

Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years."	furniture > benches	https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A7850_94767ec1-8c3b-49e4-9c71-d1f288cab085.jpg?v=1764765165	shopify_US_8489419702427	https://www.knots-studio.com/products/sterling-grey-velvet-woven-bench?variant=46392763580571&country=AE&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46392763580571	third party shopify:third party syncing	size:"47""":Variant	Woven bench				4		9 kg	"47"""	20047Gry
Notepad	shopify_US_7637052653723_43317390114971	14.00 USD			in stock	Online	US	en	https://cdn.shopify.com/s/files/1/1129/5340/products/14610.jpg?v=1679834577,https://cdn.shopify.com/s/files/1/1129/5340/products/knots14601.jpg?v=1679834577,https://cdn.shopify.com/s/files/1/1129/5340/products/knots14600.jpg?v=1679815248	0	Knots Studio		"Manage tasks and look good doing it with this chic and fun notepad. Featuring eye-catching design inspired by our unique textile techniques, this notepad will make your desk pop—no matter if you're working from home or the office! Notebook size: 21x15 cm 50 lined pages."	office supplies	https://cdn.shopify.com/s/files/1/1129/5340/products/14579.jpg?v=1679834577		https://www.knots-studio.com/products/rug-inspierd?variant=43317390114971&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/43317390114971	third party shopify:third party syncing		Stationery				0		200 g		
"Knots Studio Gift Card $1,000.00"	shopify_US_7900041969819_44248224628891	1000.00 USD			in stock	Online	US	en		0	Knots Studio		"Our Knots gift card is the perfect solution for when you're unsure of what to gift! Not sure what to get someone special? Give them the freedom to choose with a Knots gift card. It's an effortless way to ensure they receive exactly what they want. Upon purchase, the gift card is conveniently delivered via email and comes with simple instructions for redemption at checkout."		https://cdn.shopify.com/s/files/1/1129/5340/files/aKnotsgiftcardforyou_4.png?v=1765894025	shopify_US_7900041969819	https://www.knots-studio.com/products/knots-studio-gift-card?variant=44248224628891&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/44248224628891	third party shopify:third party syncing	gift card amount:"$1,000.00":Variant		true					0 kg		
Sailor's Buoy in Cream	shopify_US_7380442087579_42441963929755	155.00 USD			out of stock	Online	USD_649363611	en	https://cdn.shopify.com/s/files/1/1129/5340/products/piloow200031_ac67018a-1545-4471-8516-55ce36a9b5af.jpg?v=1666858327,https://cdn.shopify.com/s/files/1/1129/5340/products/piloow20116_9368912c-e507-4166-99ab-011887dd7941.jpg?v=1666858327	0	Knots Studio		"Add a whimsical touch to your space with our Buoys collection. The inspiration for this collection came from watching the buoys hanging on the Boats of the Jaffa's old port. These cushions are sure to brighten up your home, adding a nautical appeal to the design. A perfect accent piece for the living room, bedroom and office. Each Cushion is made by our talented team. Size: ø16cm/ 6.5 inchLength : 67cm / 26 inch Materials: stiff foam filling, upholstery materials, polyester vegan suede fabric.Care: Spot clean with cold water and mild soap. Vacuum once a week to keep the fabric fresh and clean. Production and shipping time: We make each piece to order in our studio. Please allow 10 - 15 business days for us to make & ship your purchase. We accept Mastercard, Visa, and American Express. You can make up to 3 payments without any commission. We also accept PayPal for your convenience. Buyers are responsible for any customs and import taxes that may apply. We are not responsible for delays due to customs. Please Read about our shipping, refunds and exchanges policies. For any thoughts or questions please send us a Message and We'll be happy to answer ASAP."	home & garden > decor > throw pillows	https://cdn.shopify.com/s/files/1/1129/5340/products/piloow7132.jpg?v=1655116080		https://www.knots-studio.com/products/of-sailor-buoy-in-white?variant=42441963929755&country=AE&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/42441963929755	third party shopify:third party syncing		sale	true			0		0.3 kg		911
Truffle Velvet Woven Stool	shopify_US_8489402040475_46392676712603	465.00 USD	418.00 USD		in stock	Online	US	en	https://cdn.shopify.com/s/files/1/1129/5340/files/trufllestool.jpg?v=1747513940,https://cdn.shopify.com/s/files/1/1129/5340/files/trufllestool2.jpg?v=1747513957,https://cdn.shopify.com/s/files/1/1129/5340/files/trufllestool5.jpg?v=1747513976,https://cdn.shopify.com/s/files/1/1129/5340/files/trufllestool6.jpg?v=1747513894	0	Knots Studio		"Expertly crafted with a blend of fine velvet fabric and natural Beechwood, the hand-woven stool enhances any entryway or living space with its elegant and playful design. This lasting piece combines beauty and functionality, creating a stunning addition to your home."	furniture > chairs	https://cdn.shopify.com/s/files/1/1129/5340/files/trufllestool4.jpg?v=1747513916		https://www.knots-studio.com/products/truffle-velvet-woven-stool?variant=46392676712603&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46392676712603	third party shopify:third party syncing		Woven stool				8		4 kg		20017Trf
Set Of 3 Baskets- Graphite	shopify_US_8913574461595_48047265939611	545.00 USD	495.00 USD		in stock	Online	USD_649363611	en		0	Knots Studio		"Transform your space with our handcrafted storage baskets that bring sophisticated organization to your bedroom, living room, or entryway. Each basket is meticulously crafted by hand, creating a unique accent piece that serves both functional and aesthetic purposes. Perfect for shelves or floor placement, these versatile baskets elevate your home's style while keeping your space beautifully organized."	home & garden > decor > baskets	https://cdn.shopify.com/s/files/1/1129/5340/files/Neta_tesler_change_the_color_of_the__cream_baskets_to_the_color_of_the_gray_b_bf02473d-1cf2-4716-923a-e2dc2361c510_upscaled.png?v=1771846412		https://www.knots-studio.com/products/set-of-3-baskets-red-earth-copy?variant=48047265939611&country=AE&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/48047265939611	third party shopify:third party syncing		Set of 3 Baskets				19		3 kg		30060grf
